Id,Label,Layer,Layer_Seq,Addr
github.com/ollama/ollama/llama.NewSamplingContext.func3.1,github.com/ollama/ollama/llama.NewSamplingContext.func3.1,ggml_ops,L6_1397,0000000000ab3180
github.com/ollama/ollama/llama.Quantize,github.com/ollama/ollama/llama.Quantize,ggml_ops,L6_1398,0000000000aaf500
github.com/ollama/ollama/llama.Quantize.func1,github.com/ollama/ollama/llama.Quantize.func1,ggml_ops,L6_1399,0000000000aafa00
github.com/ollama/ollama/llama.Quantize.func1.1,github.com/ollama/ollama/llama.Quantize.func1.1,ggml_ops,L6_1400,0000000000aafaa0
github.com/ollama/ollama/llama.Quantize.func2,github.com/ollama/ollama/llama.Quantize.func2,ggml_ops,L6_1401,0000000000aaf900
github.com/ollama/ollama/llama.Quantize.func2.1,github.com/ollama/ollama/llama.Quantize.func2.1,ggml_ops,L6_1402,0000000000aaf9a0
github.com/ollama/ollama/llama.Quantize.func3,github.com/ollama/ollama/llama.Quantize.func3,ggml_ops,L6_1403,0000000000aaf800
github.com/ollama/ollama/llama.(*Sampler).Accept,github.com/ollama/ollama/llama.(*Sampler).Accept,ggml_ops,L6_1345,0000000000ab2b20
github.com/ollama/ollama/llama.(*Sampler).Accept.func1,github.com/ollama/ollama/llama.(*Sampler).Accept.func1,ggml_ops,L6_1346,0000000000ab2b60
github.com/ollama/ollama/llama.(*Sampler).Apply,github.com/ollama/ollama/llama.(*Sampler).Apply,ggml_ops,L6_1347,0000000000ab2c00
github.com/ollama/ollama/llama.(*Sampler).Apply.deferwrap1,github.com/ollama/ollama/llama.(*Sampler).Apply.deferwrap1,ggml_ops,L6_1348,0000000000ab3100
github.com/ollama/ollama/llama.(*Sampler).Apply.func1,github.com/ollama/ollama/llama.(*Sampler).Apply.func1,ggml_ops,L6_1349,0000000000ab3040
github.com/ollama/ollama/llama.(*SamplingContext).Accept,github.com/ollama/ollama/llama.(*SamplingContext).Accept,ggml_ops,L6_1350,0000000000ab2240
github.com/ollama/ollama/llama.(*SamplingContext).Accept.func1,github.com/ollama/ollama/llama.(*SamplingContext).Accept.func1,ggml_ops,L6_1351,0000000000ab22a0
github.com/ollama/ollama/llama.(*SamplingContext).Reset,github.com/ollama/ollama/llama.(*SamplingContext).Reset,ggml_ops,L6_1352,0000000000ab2000
github.com/ollama/ollama/llama.(*SamplingContext).Reset.func1,github.com/ollama/ollama/llama.(*SamplingContext).Reset.func1,ggml_ops,L6_1353,0000000000ab2040
github.com/ollama/ollama/llama.(*SamplingContext).Sample,github.com/ollama/ollama/llama.(*SamplingContext).Sample,ggml_ops,L6_1354,0000000000ab20c0
github.com/ollama/ollama/llama.(*SamplingContext).Sample.func1,github.com/ollama/ollama/llama.(*SamplingContext).Sample.func1,ggml_ops,L6_1355,0000000000ab2140
github.com/ollama/ollama/llama.SchemaToGrammar,github.com/ollama/ollama/llama.SchemaToGrammar,ggml_ops,L6_1404,0000000000ab2360
github.com/ollama/ollama/llama.SchemaToGrammar.func1,github.com/ollama/ollama/llama.SchemaToGrammar.func1,ggml_ops,L6_1405,0000000000ab25a0
github.com/ollama/ollama/llama.SchemaToGrammar.func1.1,github.com/ollama/ollama/llama.SchemaToGrammar.func1.1,ggml_ops,L6_1406,0000000000ab2640
github.com/ollama/ollama/llm.EstimateGPULayers,github.com/ollama/ollama/llm.EstimateGPULayers,ggml_ops,L6_1484,0000000000bb47e0
github.com/ollama/ollama/llm.LlamaServer.Tokenize-fm,github.com/ollama/ollama/llm.LlamaServer.Tokenize-fm,vocab,L7_173,00000000017311e0
github.com/ollama/ollama/llm.(*llmServer).Close,github.com/ollama/ollama/llm.(*llmServer).Close,ggml_ops,L6_1469,0000000000bc7120
github.com/ollama/ollama/llm.(*llmServer).Completion,github.com/ollama/ollama/llm.(*llmServer).Completion,ggml_ops,L6_1470,0000000000bc2c20
github.com/ollama/ollama/llm.(*llmServer).Completion.deferwrap1,github.com/ollama/ollama/llm.(*llmServer).Completion.deferwrap1,ggml_ops,L6_1471,0000000000bc4ce0
github.com/ollama/ollama/llm.(*llmServer).Completion.deferwrap2,github.com/ollama/ollama/llm.(*llmServer).Completion.deferwrap2,ggml_ops,L6_1472,0000000000bc4ca0
github.com/ollama/ollama/llm.(*llmServer).Detokenize,github.com/ollama/ollama/llm.(*llmServer).Detokenize,vocab,L7_169,0000000000bc6a60
github.com/ollama/ollama/llm.(*llmServer).Detokenize.deferwrap1,github.com/ollama/ollama/llm.(*llmServer).Detokenize.deferwrap1,vocab,L7_170,0000000000bc70e0
github.com/ollama/ollama/llm.(*llmServer).Embedding,github.com/ollama/ollama/llm.(*llmServer).Embedding,ggml_ops,L6_1473,0000000000bc4d20
github.com/ollama/ollama/llm.(*llmServer).Embedding.deferwrap1,github.com/ollama/ollama/llm.(*llmServer).Embedding.deferwrap1,ggml_ops,L6_1474,0000000000bc6320
github.com/ollama/ollama/llm.(*llmServer).Embedding.deferwrap2,github.com/ollama/ollama/llm.(*llmServer).Embedding.deferwrap2,ggml_ops,L6_1475,0000000000bc62e0
github.com/ollama/ollama/llm.(*llmServer).EstimatedTotal,github.com/ollama/ollama/llm.(*llmServer).EstimatedTotal,ggml_ops,L6_1476,0000000000bc7340
github.com/ollama/ollama/llm.(*llmServer).EstimatedVRAM,github.com/ollama/ollama/llm.(*llmServer).EstimatedVRAM,ggml_ops,L6_1477,0000000000bc7300
github.com/ollama/ollama/llm.(*llmServer).EstimatedVRAMByGPU,github.com/ollama/ollama/llm.(*llmServer).EstimatedVRAMByGPU,ggml_ops,L6_1478,0000000000bc7380
github.com/ollama/ollama/llm.(*llmServer).getServerStatus,github.com/ollama/ollama/llm.(*llmServer).getServerStatus,ggml_ops,L6_1481,0000000000bc07e0
github.com/ollama/ollama/llm.(*llmServer).getServerStatus.deferwrap1,github.com/ollama/ollama/llm.(*llmServer).getServerStatus.deferwrap1,ggml_ops,L6_1482,0000000000bc1860
github.com/ollama/ollama/llm.(*llmServer).getServerStatusRetry,github.com/ollama/ollama/llm.(*llmServer).getServerStatusRetry,ggml_ops,L6_1483,0000000000bc18a0
github.com/ollama/ollama/llm.(*llmServer).Ping,github.com/ollama/ollama/llm.(*llmServer).Ping,ggml_ops,L6_1479,0000000000bc1ae0
github.com/ollama/ollama/llm.(*llmServer).Tokenize,github.com/ollama/ollama/llm.(*llmServer).Tokenize,vocab,L7_171,0000000000bc6360
github.com/ollama/ollama/llm.(*llmServer).Tokenize.deferwrap1,github.com/ollama/ollama/llm.(*llmServer).Tokenize.deferwrap1,vocab,L7_172,0000000000bc6a20
github.com/ollama/ollama/llm.(*llmServer).WaitUntilRunning,github.com/ollama/ollama/llm.(*llmServer).WaitUntilRunning,ggml_ops,L6_1480,0000000000bc1ce0
github.com/ollama/ollama/llm.LoadModel,github.com/ollama/ollama/llm.LoadModel,ggml_ops,L6_1485,0000000000bb9a20
github.com/ollama/ollama/llm.LoadModel.deferwrap1,github.com/ollama/ollama/llm.LoadModel.deferwrap1,ggml_ops,L6_1486,0000000000bb9e00
github.com/ollama/ollama/llm.(*MemoryEstimate).LogValue,github.com/ollama/ollama/llm.(*MemoryEstimate).LogValue,ggml_ops,L6_1466,0000000000bc7d00
github.com/ollama/ollama/llm.MemoryEstimate.LogValue,github.com/ollama/ollama/llm.MemoryEstimate.LogValue,ggml_ops,L6_1487,0000000000bb7d20
github.com/ollama/ollama/llm.NewLlamaServer,github.com/ollama/ollama/llm.NewLlamaServer,ggml_ops,L6_1488,0000000000bb9e40
github.com/ollama/ollama/llm.NewLlamaServer.func1,github.com/ollama/ollama/llm.NewLlamaServer.func1,ggml_ops,L6_1489,0000000000bc0420
github.com/ollama/ollama/llm.NewStatusWriter,github.com/ollama/ollama/llm.NewStatusWriter,ggml_ops,L6_1490,0000000000bc75e0
github.com/ollama/ollama/llm.PredictServerFit,github.com/ollama/ollama/llm.PredictServerFit,ggml_ops,L6_1491,0000000000bb43a0
github.com/ollama/ollama/llm.projectorMemoryRequirements,github.com/ollama/ollama/llm.projectorMemoryRequirements,ggml_ops,L6_1493,0000000000bb90a0
github.com/ollama/ollama/llm.projectorMemoryRequirements.deferwrap1,github.com/ollama/ollama/llm.projectorMemoryRequirements.deferwrap1,ggml_ops,L6_1494,0000000000bb99e0
github.com/ollama/ollama/llm.projectorMemoryRequirements.func1,github.com/ollama/ollama/llm.projectorMemoryRequirements.func1,ggml_ops,L6_1495,0000000000bb9880
github.com/ollama/ollama/llm.(*ServerStatus).String,github.com/ollama/ollama/llm.(*ServerStatus).String,ggml_ops,L6_1467,0000000000bc7e40
github.com/ollama/ollama/llm.ServerStatus.String,github.com/ollama/ollama/llm.ServerStatus.String,ggml_ops,L6_1492,0000000000bc06e0
github.com/ollama/ollama/llm.(*StatusWriter).Write,github.com/ollama/ollama/llm.(*StatusWriter).Write,ggml_ops,L6_1468,0000000000bc76a0
github.com/ollama/ollama/ml/backend/ggml.(*Backend).CacheConfig,github.com/ollama/ollama/ml/backend/ggml.(*Backend).CacheConfig,ggml_backend,L5_159,0000000000b64220
github.com/ollama/ollama/ml/backend/ggml.(*Backend).Config,github.com/ollama/ollama/ml/backend/ggml.(*Backend).Config,ggml_backend,L5_160,0000000000b63ba0
github.com/ollama/ollama/ml/backend/ggml.(*Backend).Get,github.com/ollama/ollama/ml/backend/ggml.(*Backend).Get,ggml_backend,L5_161,0000000000b63c20
github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContext,github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContext,ggml_backend,L5_162,0000000000b63de0
github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContextSize,github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContextSize,ggml_backend,L5_163,0000000000b63e40
github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContextSize.func1,github.com/ollama/ollama/ml/backend/ggml.(*Backend).NewContextSize.func1,ggml_backend,L5_164,0000000000b64100
github.com/ollama/ollama/ml/backend/ggml._Cfunc_CString,github.com/ollama/ollama/ml/backend/ggml._Cfunc_CString,ggml_backend,L5_324,0000000000b57800
github.com/ollama/ollama/ml/backend/ggml._Cfunc_free.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_free.abi0,ggml_backend,L5_326,0000000000b57a60
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_add.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_add.abi0,ggml_backend,L5_327,0000000000b57ae0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_alloc_ctx_tensors_from_buft.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_alloc_ctx_tensors_from_buft.abi0,ggml_backend,L5_328,0000000000b57be0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_get_base.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_get_base.abi0,ggml_backend,L5_329,0000000000b57ce0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_get_size.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_get_size.abi0,ggml_backend,L5_330,0000000000b57da0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_name.abi0,ggml_backend,L5_331,0000000000b57e60
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_set_usage.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buffer_set_usage.abi0,ggml_backend,L5_332,0000000000b57f20
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_alloc_buffer.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_alloc_buffer.abi0,ggml_backend,L5_333,0000000000b58000
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_get_alignment.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_get_alignment.abi0,ggml_backend,L5_334,0000000000b58100
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_get_alloc_size.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_get_alloc_size.abi0,ggml_backend,L5_335,0000000000b581c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_buft_name.abi0,ggml_backend,L5_336,0000000000b582a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_cpu_set_n_threads.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_cpu_set_n_threads.abi0,ggml_backend,L5_337,0000000000b58360
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_buffer_type.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_buffer_type.abi0,ggml_backend,L5_338,0000000000b58440
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_by_type.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_by_type.abi0,ggml_backend,L5_339,0000000000b58500
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_count.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_count.abi0,ggml_backend,L5_340,0000000000b585a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_get.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_get.abi0,ggml_backend,L5_341,0000000000b58600
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_host_buffer_type.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_host_buffer_type.abi0,ggml_backend,L5_342,0000000000b586a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_init.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_init.abi0,ggml_backend,L5_343,0000000000b58760
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_memory.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_memory.abi0,ggml_backend,L5_344,0000000000b58840
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_type.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_dev_type.abi0,ggml_backend,L5_345,0000000000b58920
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_get_default_buffer_type.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_get_default_buffer_type.abi0,ggml_backend,L5_346,0000000000b589e0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_get_device.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_get_device.abi0,ggml_backend,L5_347,0000000000b58aa0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_is_cpu.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_is_cpu.abi0,ggml_backend,L5_348,0000000000b58b60
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_name.abi0,ggml_backend,L5_349,0000000000b58c20
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_graph_compute_async.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_graph_compute_async.abi0,sched_compute,L4_036,0000000000b58ce0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_new.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_new.abi0,sched_compute,L4_037,0000000000b58de0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_reset.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_reset.abi0,sched_compute,L4_038,0000000000b58f40
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_synchronize.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_sched_synchronize.abi0,sched_compute,L4_039,0000000000b58fe0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_alloc.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_alloc.abi0,ggml_backend,L5_350,0000000000b59080
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_get.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_get.abi0,ggml_backend,L5_351,0000000000b59160
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_set.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_backend_tensor_set.abi0,ggml_backend,L5_352,0000000000b59280
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_build_forward_expand.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_build_forward_expand.abi0,ggml_backend,L5_353,0000000000b593a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cast.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cast.abi0,ggml_backend,L5_354,0000000000b59460
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_concat.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_concat.abi0,ggml_backend,L5_355,0000000000b59580
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cont.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cont.abi0,ggml_backend,L5_356,0000000000b596a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_conv_2d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_conv_2d.abi0,ggml_backend,L5_357,0000000000b59780
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cpy.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_cpy.abi0,ggml_backend,L5_358,0000000000b599e0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_flash_attn_ext.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_flash_attn_ext.abi0,ggml_backend,L5_359,0000000000b59ae0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_flash_attn_ext_set_prec.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_flash_attn_ext_set_prec.abi0,ggml_backend,L5_360,0000000000b59d00
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_free.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_free.abi0,ggml_backend,L5_361,0000000000b59dc0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_gelu_inplace.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_gelu_inplace.abi0,ggml_backend,L5_362,0000000000b59e60
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_first_tensor.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_first_tensor.abi0,ggml_backend,L5_363,0000000000b59f40
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_name.abi0,ggml_backend,L5_364,0000000000b5a000
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_next_tensor.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_next_tensor.abi0,ggml_backend,L5_365,0000000000b5a080
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_rows.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_rows.abi0,ggml_backend,L5_366,0000000000b5a160
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_tensor.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_get_tensor.abi0,ggml_backend,L5_367,0000000000b5a260
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_graph_overhead_custom.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_graph_overhead_custom.abi0,ggml_backend,L5_368,0000000000b5a340
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_init.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_init.abi0,ggml_backend,L5_369,0000000000b5a420
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_is_quantized.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_is_quantized.abi0,ggml_backend,L5_370,0000000000b5a4e0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul.abi0,ggml_backend,L5_371,0000000000b5a580
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul_mat.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul_mat.abi0,ggml_backend,L5_372,0000000000b5a680
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul_mat_set_prec.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_mul_mat_set_prec.abi0,ggml_backend,L5_373,0000000000b5a780
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_nbytes.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_nbytes.abi0,ggml_backend,L5_375,0000000000b5a8c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_n_dims.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_n_dims.abi0,ggml_backend,L5_374,0000000000b5a840
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_nelements.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_nelements.abi0,ggml_backend,L5_376,0000000000b5a940
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_new_graph_custom.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_new_graph_custom.abi0,ggml_backend,L5_377,0000000000b5a9c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_new_tensor.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_new_tensor.abi0,ggml_backend,L5_378,0000000000b5aae0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_norm.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_norm.abi0,ggml_backend,L5_379,0000000000b5ac20
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_pad.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_pad.abi0,ggml_backend,L5_380,0000000000b5ad40
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_permute.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_permute.abi0,ggml_backend,L5_381,0000000000b5af00
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_pool_2d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_pool_2d.abi0,ggml_backend,L5_382,0000000000b5b0c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_1d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_1d.abi0,ggml_backend,L5_383,0000000000b5b360
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_2d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_2d.abi0,ggml_backend,L5_384,0000000000b5b480
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_3d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_3d.abi0,ggml_backend,L5_385,0000000000b5b5c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_4d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_reshape_4d.abi0,ggml_backend,L5_386,0000000000b5b740
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_rms_norm.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_rms_norm.abi0,ggml_backend,L5_387,0000000000b5b900
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_rope_ext.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_rope_ext.abi0,ggml_backend,L5_388,0000000000b5ba20
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_scale.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_scale.abi0,ggml_backend,L5_389,0000000000b5bde0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_1d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_1d.abi0,ggml_backend,L5_390,0000000000b5bf00
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_2d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_2d.abi0,ggml_backend,L5_391,0000000000b5c020
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_name.abi0,ggml_backend,L5_392,0000000000b5c180
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_zero.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_set_zero.abi0,ggml_backend,L5_393,0000000000b5c240
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_silu_inplace.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_silu_inplace.abi0,ggml_backend,L5_394,0000000000b5c2c0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_soft_max.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_soft_max.abi0,ggml_backend,L5_395,0000000000b5c3a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_soft_max_ext.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_soft_max_ext.abi0,ggml_backend,L5_396,0000000000b5c480
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_tanh_inplace.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_tanh_inplace.abi0,ggml_backend,L5_397,0000000000b5c600
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_tensor_overhead.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_tensor_overhead.abi0,ggml_backend,L5_398,0000000000b5c6e0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_type_name.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_type_name.abi0,ggml_backend,L5_399,0000000000b5c740
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_unpad.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_unpad.abi0,ggml_backend,L5_400,0000000000b5c7e0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_1d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_1d.abi0,ggml_backend,L5_401,0000000000b5c9a0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_2d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_2d.abi0,ggml_backend,L5_402,0000000000b5cae0
github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_3d.abi0,github.com/ollama/ollama/ml/backend/ggml._Cfunc_ggml_view_3d.abi0,ggml_backend,L5_403,0000000000b5cca0
